timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
318261013,1574,41,4,3,5,1,0.0
318262014,1606,48,4,4,2,6,0.001001
318263013,1412,44,5,5,4,3,0.002
318264013,1690,60,6,8,6,8,0.003
318265014,1812,63,10,10,9,6,0.004001
318266014,1824,60,6,9,6,10,0.005001
318267013,1898,63,7,8,8,7,0.006
318268014,1996,60,6,7,7,8,0.007001
318269013,2040,60,6,6,5,4,0.008
318270013,2060,60,6,6,6,7,0.009
318271014,2140,63,6,6,5,3,0.010001
318272013,2144,62,6,5,2,7,0.011
318273013,2190,62,5,4,3,3,0.012
318274014,2616,79,8,6,8,4,0.013001
318275013,2732,76,6,8,5,4,0.014
318276013,2731,71,6,7,8,4,0.015
318277014,2504,63,6,5,4,6,0.016001
318278014,2196,56,3,6,7,6,0.017001
318279013,2105,57,4,5,5,4,0.018
318280014,1907,53,5,4,4,4,0.019001
318281013,1574,42,3,6,7,6,0.02
318282013,1588,45,4,4,3,6,0.021
318283014,1409,44,3,7,7,4,0.022001
318284013,1704,57,6,8,5,4,0.023
318285013,1795,64,9,8,9,7,0.024
318286014,1836,59,8,7,9,8,0.025001
318287014,1906,60,6,9,7,11,0.026001
318288013,1987,60,7,6,8,6,0.027
318289014,2029,61,7,7,6,8,0.028001
318290013,2084,62,6,6,4,4,0.029
318291014,2152,61,5,4,3,6,0.030001
318292013,2128,60,5,4,4,1,0.031
318293013,2163,63,5,5,3,4,0.032
318294014,2641,80,7,8,6,6,0.033001
318295013,2737,74,8,4,5,3,0.034
318296013,2699,71,7,6,8,4,0.035
318297014,2495,63,4,5,3,7,0.036001
318298014,2248,54,4,6,7,5,0.037001
318299013,2092,56,5,6,5,3,0.038
318300014,1883,54,4,5,3,7,0.039001
318301013,1571,43,3,6,7,3,0.04
318302013,1603,47,5,4,4,3,0.041
318303014,1402,43,6,5,4,3,0.042001
318304013,1664,59,7,7,7,9,0.043
318305013,1816,61,7,10,9,7,0.044
318306013,1848,60,9,7,8,8,0.045
318307014,1907,63,8,6,8,7,0.046001
318308013,1970,62,6,9,4,7,0.047
318309014,2033,59,6,7,7,7,0.048001
318310013,2075,61,3,5,3,7,0.049
318311014,2135,63,5,3,5,3,0.050001
318312013,2136,61,4,5,2,5,0.051
318313013,2184,62,5,5,4,1,0.052
318314014,2620,79,8,6,9,4,0.053001
318315013,2720,76,7,7,6,8,0.054
318316013,2737,70,7,7,5,4,0.055
318317014,2524,62,5,4,3,7,0.056001
318318014,2201,54,4,6,8,3,0.057001
